journal_title,publisher,issn,online_issn,year_inception,field_of_research,abdc_rating,abdc_list_version,source_url
Journal of Financial Reporting,American Accounting Association,2380-2154,2380-2146,2016,3501,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Financial Reporting and Accounting,Emerald Group Publishing,1985-2517,2042-5856,2003,3501,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Financial Research,Wiley-Blackwell Publishing,0270-2592,1475-6803,1978,3502,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Financial Services Marketing,Springer Nature,1363-0539,1479-1846,1995,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Financial Services Research,Springer International Publishing,0920-8550,1573-0735,1987,3502,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Financial Stability,Elsevier,1572-3089,1878-0962,2004,3502,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Food Distribution Research,Food Distribution Research Society,0047-245X,,2005,3506,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Food Products Marketing,Taylor & Francis Online,1045-4446,1540-4102,1992,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Foodservice Business Research,Taylor & Francis Online,1537-8020,1537-8039,2002,3504,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Forecasting,Wiley-Blackwell Publishing,0277-6693,1099-131X,1982,3802,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Forensic & Investigative Accounting,Louisiana State University,,2165-3755,2009,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Forensic Accounting Research,American Accounting Association,,2380-2138,2016,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Forensic Economics,National Association of Forensic Economics,0898-5510,,1987,3899,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Forest Economics,Elsevier,1104-6899,,1994,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Gambling Studies,Springer International Publishing,1050-5350,1573-3602,1985,3504,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of General Management,Sage Publications,0306-3070,1759-6106,1970,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Business and Economics,Global Institute of Flexible Systems Management,2180-3625,,2010,3899,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Economic Analysis,"Center for Global Trade Analysis, Purdue University",2377-2999,2377-2999,2016,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Fashion Marketing,Taylor & Francis Online,2093-2685,2325-4483,2010,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Information Management,IGI Global,1062-7375,1533-7995,1993,4609,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Information Technology Management,Taylor & Francis Online,1097-198X,2333-6846,1998,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Marketing,Taylor & Francis Online,0891-1762,1528-6975,1987,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Mobility,Emerald Group Publishing,2049-8799,2049-8802,2013,3505,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Operations and Strategic Sourcing,Emerald Group Publishing,2398-5364,2398-5372,2008,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Responsibility,Emerald Group Publishing,2041-2568,2041-2576,2010,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Scholars of Marketing Science,Taylor & Francis Online,2163-9159,2163-9167,1998,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Global Sport Management,Taylor & Francis Online,2470-4067,2470-4075,2016,3504,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Globalization and Development,De Gruyter,1948-1837,,2010,3899,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Governmental & Nonprofit Accounting,American Accounting Association,,2155-3815,2012,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Health Economics,Elsevier,0167-6296,1879-1646,1982,3801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of Health Politics, Policy and Law",Duke University Press,0361-6878,1527-1927,1976,3599,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Health Services Research and Policy,Sage Publications,1355-8196,1758-1060,1996,3599,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of Health, Organization and Management",Emerald Group Publishing,1477-7266,1758-7247,1986,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of Health, Safety and Environment",Wolters Kluwer,1837-9362,2205-1104,1985,3505,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Healthcare Management,American College of Healthcare Executives,1096-9012,1944-7396,1975,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Heritage Tourism,Taylor & Francis Online,1743-873X,1747-6331,2006,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Higher Education Policy and Management,"Routledge, Taylor & Francis",1360-080X,1469-9508,1996,3505,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Historical Research in Marketing,Emerald Group Publishing,1755-750X,1755-7518,2009,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality and Tourism Education,Taylor & Francis Online,1096-3758,2325-6540,1997,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality and Tourism Insights,Emerald Group Publishing,2514-9792,,2018,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality and Tourism Management,Elsevier,1447-6770,1839-5260,1994,3508,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality and Tourism Research,Sage Publications,1096-3480,1557-7554,1976,3508,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality and Tourism Technology,Emerald Group Publishing,1757-9880,1757-9899,2010,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Hospitality Marketing and Management,Taylor & Francis Online,1936-8623,1936-8631,2009,3506,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of Hospitality, Leisure, Sport & Tourism Education",Elsevier,,1473-8376,2001,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Housing Economics,Elsevier,1051-1377,1096-0791,1991,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Housing Research,American Real Estate Society,1052-7001,,1998,3504,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Human Capital,The University of Chicago Press,1932-8575,1932-8664,2007,3801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Human Development and Capabilities,Taylor & Francis Online,1945-2829,1945-2837,2000,3505,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Human Resources,The University of Wisconsin Press,0022-166X,1548-8004,1966,3801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Human Resources in Hospitality and Tourism,Taylor & Francis Online,1533-2845,1533-2853,2002,3508,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Humanitarian Logistics and Supply Chain Management,Emerald Group Publishing Limited,2042-6747,2042-6755,2011,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Income Distribution,Ad Libros Publications Inc,0926-6437,1874-6322,1992,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Index Investing,S&P Global,2154-7238,2374-135X,2010,3502,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Indian Business Research,Emerald Group Publishing,1755-4195,1755-4209,2009,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Indonesian Economy and Business,Universitas Gadjah Mada,2085-8272,2338-5847,,3899,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Industrial and Business Economics,Springer Nature,0391-2078,1972-4977,1974,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Industrial and Management Optimization,American Institute of Mathematical Sciences,1547-5816,1553-166X,2005,3503,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Industrial Information Integration,Elsevier,2452-414X,,2016,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Industrial Relations,Sage Publications,0022-1856,1472-9269,1959,3505,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of Industry, Competition and Trade",Springer International Publishing,1566-1679,1573-7012,2001,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information and Knowledge Management,World Scientific Publishing,0219-6492,1793-6926,2002,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Communication and Ethics in Society,Emerald Group Publishing Limited,1477-996X,1758-8871,2003,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Systems,American Accounting Association,0888-7985,1558-7959,1986,3501,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Systems and Technology Management,University of São Paulo,,1807-1775,2004,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Systems Education,Association of Information Technology Professionals (ATIP),1055-3096,2574-3872,1989,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Technology,Sage Publications,0268-3962,1466-4437,1986,4609,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Technology Case and Application Research,Taylor & Francis Online,1522-8053,2333-6897,1999,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Information Technology Education: Research,Informing Science Institute,1547-9714,1539-3585,2002,4609,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Innovation & Knowledge,Elsevier,2444-569X,,2016,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Innovation Economics,De Boeck Superior,2032-5355,,2008,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Innovation Management,Association Journal of Innovation Management,,2183-0606,2013,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Institutional and Theoretical Economics,Mohr Siebeck GmbH & Co. KG,0932-4569,1614-0559,1844,3803,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Institutional Economics,Cambridge University Press,1744-1374,1744-1382,2005,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Insurance Issues,Western & Southern Risk and Insurance Association,1531-6076,2332-4244,1985,3502,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intellectual Capital,Emerald Group Publishing,1469-1930,1758-7468,2000,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intellectual Property Law & Practice,Oxford University Press,1747-1532,1747-1540,1993,4801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intelligent Information Systems,Springer International Publishing,0925-9902,1573-7675,1992,4609,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intelligent Manufacturing,Springer International Publishing,0956-5515,1572-8145,1990,3503,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intelligent Transportation Systems,Taylor & Francis Online,1547-2450,1547-2442,2002,3509,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Interactive Advertising,Taylor & Francis Online,,1525-2019,2000,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Interactive Marketing,Sage Publications,1094-9968,1520-6653,1986,3506,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Intercultural Communication,ICR Publishing Group,1404-1634,,1999,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of Interdisciplinary Economics,Sage Publications,0260-1079,,1984,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Accounting Research,American Accounting Association,1542-6297,1558-8025,2002,3501,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of International Accounting, Auditing and Taxation",Elsevier,1061-9518,1879-1603,1992,3501,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Agricultural Trade and Development,Nova Science Publishers,1556-8520,,2005,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Banking Law and Regulation,Sweet & Maxwell,1742-6812,,1986,3502,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Business and Economy,"San Francisco State University, College of Business and the Institute for Industrial Policy Studies",1527-8603,,2000,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Business Education,NeilsonJournals Publishing,1649-4946,2044-4575,2004,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Business Policy,Springer Nature,2522-0691,2522-0705,2018,3507,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Business Studies,Springer International Publishing,0047-2506,1478-6990,1970,3507,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Commercial Law,The University of Western Australia,1476-7546,,2002,4801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Consumer Marketing,Taylor & Francis Online,0896-1530,1528-7068,1988,3506,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Development,Wiley-Blackwell Publishing,0954-1748,1099-1328,1989,3801,B,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Economic Law,Oxford University Press,1369-3034,1464-3758,1998,4801,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Economic Studies,Hosei Institute of Comparative Economic Studies,0911-1247,,1985,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Economics,Elsevier,0022-1996,1873-0353,1971,3801,A*,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Education in Business,Emerald Group Publishing Limited,2046-469X,1836-3261,2008,3507,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Finance and Economics,International Academy of Business and Economics,1555-6336,2378-864X,2006,3801,C,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
Journal of International Financial Management and Accounting,Wiley-Blackwell Publishing,0954-1314,1467-646X,1989,3502,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
"Journal of International Financial Markets, Institutions and Money",Elsevier,1042-4431,1873-0612,1990,3502,A,2025-v2-270526,https://abdc.edu.au/wp-content/uploads/2026/05/ABDC-JQL-2025-v2-270526.xlsx
